Station Name,Device ID,Dev. Type,Installed,Latitude DMS,Longitude DMS,Elevation,Station Location
IBW @ Indian Bend Rd.,56300,Precip.,3/25/1992,33 32 07.0,111 54 45.0,1285,On Indian Bend Wash just S. of Indian Bend Rd.
IBW @ Indian School Rd.,56500,Precip.,11/26/1997,33 29 42.2,111 54 40.5,1240,Indian School Rd. at Hayden Road
El Dorado Park,56600,Precip.,6/27/2017,33 28 12.7,111 55 02.6,1220,0.3 mi. N of McDowell Rd. on Miller Rd.
IBW Interceptor Channel,56800,Precip.,9/28/1983,33 31 59.4,111 53 52.4,1280,1/4 mi. SW of Pima Rd. & Indian Bend Rd.
Camelback Mountain East,57000,Precip.,3/27/2017,33 30 47.5,111 56 59.4,1535,1/2 mi. NW of Chaparral Rd. & Invergordon Rd.
Granite Reef Wash,57500,Precip.,6/26/2007,33 27 57.6,111 53 54.9,1195,McDowell Rd. 200 yards east of Granite Reef
Thunderbird Academy,57700,Precip.,1/1/1982,33 36 38.0,111 55 20.9,1430,1/4 mi. ESE of Thunderbird Rd. and Scottsdale Rd.
Tatum Basin Inflow,58000,Precip.,6/3/1994,33 34 54.1,111 59 04.4,1405,Near Shea Blvd and 40th St.
IBW @ Sweetwater Ave.,58300,Precip.,12/27/1990,33 36 13.3,112 00 16.0,1395,1/2 mi. E of 32nd St. and Sweetwater Ave.
CAP Reach11 Dike #2,58600,Precip.,7/19/2016,33 38 42.0,111 56 49.9,1540,0.4 miles NW of Bell Rd. & 64th St.
CAP Reach11 Dike #2,58607,Stream PT,7/19/2016,33 38 42.0,111 56 49.9,1540,0.4 miles NW of Bell Rd. & 64th St.
Lost Dog Wash,58800,Precip.,7/13/1990,33 35 17.5,111 48 23.2,1640,1/2 mi. NNW of Shea Blvd. and 128th St.
Lake Margherite,59000,Precip.,11/25/1997,33 33 49.2,111 53 59.0,1325,1/2 mi. SE of Scottsdale Rd. and Shea Blvd.
Berneil Wash,59200,Precip.,7/30/1998,33 33 58.5,111 56 19.6,1325,East of Doubletree and Invergordon
IBW @ Shea Blvd.,59500,Precip.,6/9/1998,33 34 53.2,111 58 06.3,1360,Shea Blvd. At 52nd Street
Aztec Park,59700,Precip.,2/3/1998,33 36 36.2,111 51 55.6,1465,Near Thunderbird at Frank Lloyd Wright Blvd.
CAP Reach11 Dike #4,59807,Stream PT,7/19/2016,33 37 23.1,111 52 02.2,1530,1/2 mi. E of 94th St. & FLW Blvd.
Reata Pass Wash,60000,Precip.,5/15/2001,33 41 52.9,111 51 50.6,2175,1.6 miles east of Pima Rd. on Pinnacle Peak Road
CAP Reach11 Dike #3,60107,Stream PT,7/19/2016,33 38 03.0,111 54 03.0,1535,0.75 mi. SW of Bell Rd. & Loop 101
Pima Rd. @ Union Hills Dr.,60300,Precip.,10/22/1997,33 39 16.8,111 53 43.8,1625,1/4 mile West of Pima Rd. & Union Hills
Pinnacle Peak Vista,60500,Precip.,4/21/1998,33 40 04.5,111 52 01.1,1810,1/2 mile SSE of Deer Valley Rd. and Pima Rd.
Rawhide Wash @ Pinnacle Peak Rd.,60600,Precip.,8/16/2017,33 41 55.7,111 55 20.5,1855,300 yds. E of Scottsdale Rd. on Pinnacle Peak Rd.
Pinnacle Peak Powerline,60700,Precip.,6/8/2017,33 45 41.5,111 52 28.3,2475,1.7 mi. ENE of Dixileta Rd. & Pima Rd.
Pima Rd. @ Jomax Rd.,60800,Precip.,5/6/1993,33 43 42.7,111 53 37.5,2180,1/8 mi. NW of Pima Rd. and Jomax Rd.
Pima Rd. @ Jomax Rd.,60801,Temperature,6/26/1997,33 43 42.7,111 53 37.5,2180,1/8 mi. NW of Pima Rd. and Jomax Rd.
Pima Rd. @ Jomax Rd.,60802,Humidity,6/26/1997,33 43 42.7,111 53 37.5,2180,1/8 mi. NW of Pima Rd. and Jomax Rd.
Pima Rd. @ Jomax Rd.,60803,Pressure,6/26/1997,33 43 42.7,111 53 37.5,2180,1/8 mi. NW of Pima Rd. and Jomax Rd.
Pima Rd. @ Jomax Rd.,60804,Ave. Wind,6/26/1997,33 43 42.7,111 53 37.5,2180,1/8 mi. NW of Pima Rd. and Jomax Rd.
Pima Rd. @ Jomax Rd.,60805,Wind Dir.,5/1/2001,33 43 42.7,111 53 37.5,2180,1/8 mi. NW of Pima Rd. and Jomax Rd.
Pima Rd. @ Jomax Rd.,60806,Peak Wind,6/26/1997,33 43 42.7,111 53 37.5,2180,1/8 mi. NW of Pima Rd. and Jomax Rd.
Pima Rd. @ Jomax Rd.,60811,Solar Rad.,6/26/1997,33 43 42.7,111 53 37.5,2180,1/8 mi. NW of Pima Rd. and Jomax Rd.
Pima Rd. @ Jomax Rd.,60816,Dewpoint,6/26/1997,33 43 42.7,111 53 37.5,2180,1/8 mi. NW of Pima Rd. and Jomax Rd.
Rawhide Wash,61000,Precip.,7/22/1999,33 44 28.1,111 53 53.3,2225,1/3 mile west of Pima Rd. on Dynamite Blvd.
Reata Pass Dam,61200,Precip.,8/26/1993,33 44 04.1,111 50 37.0,2600,1/2 mi. South of Dynamite Blvd. and 112th St.
New River @ Glendale Ave.,61500,Precip.,3/21/1990,33 32 11.8,112 16 53.3,1060,1/2 mi. E of 99th Ave. on Glendale Ave. bridge
New River @ Glendale Ave.,61517,Radar,3/3/2016,33 32 11.8,112 16 53.3,1060,1/2 mi. E of 99th Ave. on Glendale Ave. bridge
New River @ Bell Rd.,61700,Precip.,4/4/1990,33 38 16.6,112 14 22.5,1205,Bell Rd. at 83rd Ave.
New River Dam,62000,Precip.,5/31/1986,33 44 09.1,112 13 31.8,1485,1/2 mi. NE of Jomax Rd. and 83rd Ave.
Sunup Ranch,62300,Precip.,6/10/1981,33 53 45.2,112 08 58.3,1940,1 mi. SSW of New River
New River Landfill,62500,Precip.,4/29/1993,33 51 46.8,112 11 03.0,1810,4 mi. ENE of New Waddell Dam
New River Fire,62700,Precip.,7/20/2005,33 58 33.1,112 03 38.3,2485,5 miles NE of New River
Cooks Mesa,63000,Precip.,3/21/1984,34 03 53.4,111 57 19.8,4570,10 mi. E of Black Canyon City in the New River Mtns.
Whitlow Ranch Dam,63300,Precip.,1/8/1998,33 17 56.6,111 16 32.8,2200,5 miles NE of Florence Junction
Saguaro Lake,63500,Precip.,1/24/2000,33 34 29.9,111 32 15.0,1550,"MCSO yard, NW corner of the lake"
Saguaro Lake,63501,Temperature,1/24/2000,33 34 29.9,111 32 15.0,1550,"MCSO yard, NW corner of the lake"
Saguaro Lake,63502,Humidity,1/24/2000,33 34 29.9,111 32 15.0,1550,"MCSO yard, NW corner of the lake"
Saguaro Lake,63503,Pressure,1/24/2000,33 34 29.9,111 32 15.0,1550,"MCSO yard, NW corner of the lake"
Saguaro Lake,63504,Ave. Wind,1/26/2000,33 34 29.9,111 32 15.0,1550,"MCSO yard, NW corner of the lake"
Saguaro Lake,63505,Wind Dir.,2/1/2000,33 34 29.9,111 32 15.0,1550,"MCSO yard, NW corner of the lake"
Saguaro Lake,63506,Peak Wind,1/24/2000,33 34 29.9,111 32 15.0,1550,"MCSO yard, NW corner of the lake"
Saguaro Lake,63511,Solar Rad.,1/24/2000,33 34 29.9,111 32 15.0,1550,"MCSO yard, NW corner of the lake"
Saguaro Lake,63516,Dewpoint,1/26/2000,33 34 29.9,111 32 15.0,1550,"MCSO yard, NW corner of the lake"
Santa Cruz R. @ SR 84,63800,Precip.,3/16/1994,32 52 46.3,111 49 44.2,1350,3 mi. West of SR 93 (Casa Grande) on SR 84
Greene Wash @ SR 84,64000,Precip.,3/16/1994,32 52 46.1,111 56 01.3,1310,10 mi. West of SR 93 (Casa Grande) on SR 84
Tat Momolikot Dam,64200,Precip.,1/29/1998,32 39 00.6,111 55 36.2,1530,19 miles SW of Casa Grande
Skunk Tank Wash,64700,Precip.,3/2/2006,33 50 23.8,112 04 57.8,1865,0.2 miles S of 7th Ave. and Desert Hills Rd.
Skunk Cr. @ Desert Hills Dr.,64807,Stream PT,7/23/2015,33 50 34.2,112 05 32.0,1855,Desert Hills Dr. @ 15th Ave.
Skunk Cr. @ Dixileta Dr.,64907,Stream PT,1/7/2016,33 45 24.7,112 07 16.3,1550,Skunk Creek at Dixileta Dr.
Adobe Dam,65000,Precip.,10/25/1982,33 40 38.0,112 09 14.3,1405,1/4 mi. South of Deer Valley Rd. & 43rd Ave.
Upper Cline Creek,65300,Precip.,11/21/2001,33 54 37.2,112 00 56.7,2520,8 miles east of New River
Fig Springs,65500,Precip.,11/14/2001,33 56 55.6,112 04 29.2,2390,3.5 miles east of New River
Skunk Cr. @ Carefree Hwy.,65700,Precip.,8/18/2015,33 47 54.8,112 07 23.2,1685,"Carefree Hwy., 0.7 mi. east of I-17"
Skunk Cr. @ Carefree Hwy.,65707,Stream PT,8/18/2015,33 47 54.8,112 07 23.2,1685,"Carefree Hwy., 0.7 mi. east of I-17"
Skunk Cr. @ I-17,65800,Precip.,11/7/1989,33 43 48.3,112 07 11.1,1475,I-17 at Jomax Rd. alignment
Sonoran Wash,65900,Precip.,10/13/2015,33 46 09.4,112 05 55.0,1580,1.75 miles east of Loop 303 @ I-17
Sonoran Wash,65907,Stream PT,10/13/2015,33 46 09.4,112 05 55.0,1580,1.75 miles east of Loop 303 @ I-17
Cline Creek,66000,Precip.,8/1/1981,33 54 03.5,112 03 17.9,2170,1 mi. N of Circle Mtn. Rd / 12th St.
Skunk Cr. near New River,66200,Precip.,6/28/2001,33 55 34.3,112 04 57.7,2190,Skunk Cr. at Fig Springs Rd.
Baseline Rd. @ 43rd Ave.,66407,Stream PT,10/1/2015,33 22 47.3,112 09 02.6,1035,43rd Ave. at Baseline Road
Cesar Chavez Park,66500,Precip.,8/15/1990,33 22 09.6,112 08 31.8,1065,"South end of park, 35th Ave. and Baseline Rd."
Roeser Rd. @ 2nd St.,66700,Precip.,2/12/1991,33 23 59.9,112 04 13.8,1090,1/2 mi. SSE of Broadway Rd. and Central Ave.
Roeser Rd. @ 23rd Ave.,66800,Precip.,10/1/2015,33 23 58.8,112 06 27.8,1060,23rd Ave. @ Roeser Rd.
Roeser Rd. @ 23rd Ave.,66807,Stream PT,10/1/2015,33 23 58.8,112 06 27.8,1060,23rd Ave. @ Roeser Rd.
Salt R. @ 40th St.,67000,Precip.,3/22/1996,33 25 33.9,111 59 44.5,1120,South side of Salt River near 40th St.
Salt R. @ Priest Dr.,67300,Precip.,9/21/1995,33 26 02.4,111 57 40.7,1140,West side of Salt River bridge at Priest Dr.
ASU South,67500,Precip.,7/14/1995,33 24 46.7,111 55 51.1,1165,1/4 mi. NNE of Broadway Rd. and Mill Ave.
Laveen Basin,67800,Precip.,11/7/2006,33 23 25.2,112 09 02.6,1015,Southern Ave. at 43rd Ave.
Guadalupe FRS,68200,Precip.,6/29/1989,33 22 19.0,111 58 13.6,1285,1/4 mi. SSW of Baseline Rd. and I-10
South Mountain Park,68500,Precip.,9/28/1982,33 20 39.8,112 01 58.9,2350,Alignments of Elliot Rd. and 24th St.
South Mountain Park,68501,Temperature,12/15/1987,33 20 39.8,112 01 58.9,2350,Alignments of Elliot Rd. and 24th St.
South Mountain Park,68502,Humidity,12/15/1987,33 20 39.8,112 01 58.9,2350,Alignments of Elliot Rd. and 24th St.
South Mountain Park,68503,Pressure,7/1/1993,33 20 39.8,112 01 58.9,2350,Alignments of Elliot Rd. and 24th St.
South Mountain Park,68504,Ave. Wind,12/15/1987,33 20 39.8,112 01 58.9,2350,Alignments of Elliot Rd. and 24th St.
South Mountain Park,68505,Wind Dir.,5/1/2001,33 20 39.8,112 01 58.9,2350,Alignments of Elliot Rd. and 24th St.
South Mountain Park,68506,Peak Wind,7/21/1993,33 20 39.8,112 01 58.9,2350,Alignments of Elliot Rd. and 24th St.
South Mountain Park,68511,Solar Rad.,7/21/1993,33 20 39.8,112 01 58.9,2350,Alignments of Elliot Rd. and 24th St.
South Mountain Park,68516,Dewpoint,7/8/1994,33 20 39.8,112 01 58.9,2350,Alignments of Elliot Rd. and 24th St.
Mineral Canyon Basin,68807,Stream PT,9/10/2015,33 21 20.8,112 04 13.8,1320,1/2 mi. south of Central Ave. & Dobbins Rd.
Dobbins Rd. @ 19th Ave.,68900,Precip.,9/15/2016,33 21 56.7,112 06 10.8,1140,1/4 mi. NW of 19th Ave. @ Dobbins Rd.
South Mtn. Park HQ,69000,Precip.,5/1/1997,33 20 48.6,112 05 04.4,1410,"In S. Mtn. Park, alignments of Elliot Rd. and 7th Ave."
Pecos Basin,70000,Precip.,1/6/2009,33 17 38.3,111 58 39.0,1185,1/4 mile SW of I-10 and Loop 202
Ahwatukee,70200,Precip.,3/4/1996,33 19 38.8,111 59 21.1,1280,1/4 mi. SSW of Warner and 44th St.
South Mountain Fan,70500,Precip.,6/9/1993,33 18 54.7,112 08 01.3,1270,Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park
South Mountain Fan,70501,Temperature,6/9/1993,33 18 54.7,112 08 01.3,1270,Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park
South Mountain Fan,70502,Humidity,6/9/1993,33 18 54.7,112 08 01.3,1270,Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park
South Mountain Fan,70503,Pressure,2/24/1994,33 18 54.7,112 08 01.3,1270,Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park
South Mountain Fan,70504,Ave. Wind,6/9/1993,33 18 54.7,112 08 01.3,1270,Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park
South Mountain Fan,70505,Wind Dir.,5/1/2001,33 18 54.7,112 08 01.3,1270,Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park
South Mountain Fan,70506,Peak Wind,6/30/1993,33 18 54.7,112 08 01.3,1270,Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park
South Mountain Fan,70511,Solar Rad.,2/1/1994,33 18 54.7,112 08 01.3,1270,Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park
South Mountain Fan,70515,Water Temp.,2/24/1994,33 18 54.7,112 08 01.3,1270,Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park
South Mountain Fan,70516,Dewpoint,7/8/1994,33 18 54.7,112 08 01.3,1270,Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park
Gila R. @ 116th Ave.,70700,Precip.,1/26/1989,33 22 58.2,112 18 29.2,955,1/4 mile NNW of 115th Ave. and Baseline Rd.
Sauceda Wash,71000,Precip.,2/28/1990,32 52 49.6,112 45 15.4,850,6 mi. SSW of Gila Bend
McMicken Dam @ Bell Rd.,71500,Precip.,9/8/2016,33 38 17.6,112 27 41.1,1350,Bell Road at Perryville Rd. alignment
McMicken Dam,71700,Precip.,3/20/1983,33 40 37.2,112 25 24.3,1350,1/4 mi SE of Deer Valley Rd and Cotton Lane
McMicken Dam,71701,Temperature,6/2/2004,33 40 37.2,112 25 24.3,1350,1/4 mi SE of Deer Valley Rd and Cotton Lane
McMicken Dam,71702,Humidity,6/2/2004,33 40 37.2,112 25 24.3,1350,1/4 mi SE of Deer Valley Rd and Cotton Lane
McMicken Dam,71703,Pressure,6/2/2004,33 40 37.2,112 25 24.3,1350,1/4 mi SE of Deer Valley Rd and Cotton Lane
McMicken Dam,71704,Ave. Wind,6/2/2004,33 40 37.2,112 25 24.3,1350,1/4 mi SE of Deer Valley Rd and Cotton Lane
McMicken Dam,71705,Wind Dir.,6/2/2004,33 40 37.2,112 25 24.3,1350,1/4 mi SE of Deer Valley Rd and Cotton Lane
McMicken Dam,71706,Peak Wind,6/2/2004,33 40 37.2,112 25 24.3,1350,1/4 mi SE of Deer Valley Rd and Cotton Lane
McMicken Dam,71711,Solar Rad.,6/2/2004,33 40 37.2,112 25 24.3,1350,1/4 mi SE of Deer Valley Rd and Cotton Lane
McMicken Dam,71716,Dewpoint,6/10/2004,33 40 37.2,112 25 24.3,1350,1/4 mi SE of Deer Valley Rd and Cotton Lane
Patton Road,72000,Precip.,5/13/1992,33 44 05.8,112 34 37.9,1620,7 mi. E of Grand Ave. on Patton Rd.
Douglas Ranch Rd.,72200,Precip.,7/16/2013,33 46 35.8,112 38 25.9,1785,3.5 miles N of Patton Rd. & Hassayampa River
Wittman,72500,Precip.,5/13/1992,33 46 13.8,112 31 15.7,1655,"US 60/93 at Wittmann, 4 mi. SE of Circle City"
Northwest Regional Landfill,73000,Precip.,4/27/1993,33 40 51.8,112 28 33.6,1410,Near 195th Ave. and Deer Valley Rd.
Twin Buttes Wash,73200,Precip.,9/30/2015,33 44 18.8,112 19 11.2,1360,1/4 mi. SE of Vistancia Blvd. & El Mirage Rd.
Twin Buttes Wash,73207,Stream PT,10/1/2015,33 44 18.8,112 19 11.2,1360,1/4 mi. SE of Vistancia Blvd. & El Mirage Rd.
CAP @ 163rd Ave.,73300,Precip.,12/10/2002,33 45 32.0,112 24 42.3,1540,CAP Canal at 163rd Ave.
Vistancia Peak,73400,Precip.,9/1/2015,33 47 34.2,112 20 43.5,1780,5.3 miles SW of Lake Pleasant
Circle City,73500,Precip.,10/1/1982,33 49 20.9,112 35 23.9,1890,"Along US 60/93, 14 mi. SE of Wickenburg"
Upper Trilby Wash,73800,Precip.,9/25/2001,33 57 39.0,112 31 42.7,3045,"On Trilby Wash, 2.2 miles N of Castle Hot Springs Road"
Picacho Wash @ SR 74,74200,Precip.,4/11/2012,33 50 08.3,112 28 32.1,1975,SR 74 at Cotton Lane alignment
Vekol Wash,74500,Precip.,3/7/1990,32 50 35.3,112 15 07.5,1720,1/4 mile N of the I-8 bridge over Vekol Wash
Spookhill FRS,74700,Precip.,3/13/1984,33 28 23.0,111 40 52.7,1580,1/2 mi. N. of McDowell Rd. and Bush Highway
Granite Reef Diversion,75000,Precip.,7/21/2005,33 30 43.1,111 41 01.9,1330,Bush Highway at Granite Reef Dam
Asher Hills,75500,Precip.,8/2/1990,33 43 03.5,111 41 03.2,1660,"McDowell Mtn. Park, 1 mi. W of Rio Verde"
McDowell Mountain Park,75800,Precip.,8/6/1990,33 42 02.4,111 44 43.0,2120,"McDowell Mtn. Park, 4 mi. WSW of Rio Verde"
McDowell Mountain Road,76000,Precip.,5/18/2004,33 39 24.1,111 42 22.8,1635,"In McDowell Mtn. Park, 2 miles N of Fountain Hills"
Fraesfield Mountain,76200,Precip.,8/2/1989,33 45 47.7,111 48 51.4,2700,Near the alignments of Dixaleta Dr. and 128th St.
Ranch Gate Road,76300,Precip.,6/1/2017,33 43 00.9,111 49 35.4,2680,Ranch Gate Road @ 118th St.
Rackensack Canyon,76500,Precip.,6/28/2007,33 54 05.0,111 50 42.1,4475,8 miles NE of Cave Creek
Rackensack Canyon,76501,Temperature,11/28/2007,33 54 05.0,111 50 42.1,4475,8 miles NE of Cave Creek
Rackensack Canyon,76502,Humidity,11/28/2007,33 54 05.0,111 50 42.1,4475,8 miles NE of Cave Creek
Rackensack Canyon,76503,Pressure,11/28/2007,33 54 05.0,111 50 42.1,4475,8 miles NE of Cave Creek
Rackensack Canyon,76504,Ave. Wind,11/28/2007,33 54 05.0,111 50 42.1,4475,8 miles NE of Cave Creek
Rackensack Canyon,76505,Wind Dir.,11/28/2007,33 54 05.0,111 50 42.1,4475,8 miles NE of Cave Creek
Rackensack Canyon,76506,Peak Wind,11/28/2007,33 54 05.0,111 50 42.1,4475,8 miles NE of Cave Creek
Rackensack Canyon,76516,Dewpoint,11/28/2007,33 54 05.0,111 50 42.1,4475,8 miles NE of Cave Creek
Fountain Hills Fire Dept.,76700,Precip.,12/9/1993,33 36 40.0,111 43 30.6,1665,Palisades Blvd. near Fountain Hills Blvd.
Fountain Hills Fire Dept.,76701,Temperature,7/23/1997,33 36 40.0,111 43 30.6,1665,Palisades Blvd. near Fountain Hills Blvd.
Fountain Hills Fire Dept.,76702,Humidity,7/23/1997,33 36 40.0,111 43 30.6,1665,Palisades Blvd. near Fountain Hills Blvd.
Fountain Hills Fire Dept.,76716,Dewpoint,1/1/2003,33 36 40.0,111 43 30.6,1665,Palisades Blvd. near Fountain Hills Blvd.
Camp Creek,77000,Precip.,7/18/2005,33 56 04.5,111 49 15.2,3790,4 miles SE of Seven Springs Campground
Camp Cr. @ Bartlett Lake Rd.,77100,Precip.,4/25/2018,33 50 52.3,111 47 27.6,2650,2.6 mi. E of Bartlett Lake Rd. at Cave Creek Rd.
Stone Ridge Dam,77300,Precip.,12/11/1996,33 35 40.1,111 44 00.0,1710,1/4 mi. W of Cholla Dr. & Fountain Hills Blvd.
Sun Ridge Canyon Dam,77500,Precip.,2/4/1997,33 36 23.1,111 45 04.0,1890,200 yards W of Lago Blvd. and Palisades Blvd.
Cloudburst Wash,77800,Precip.,3/13/1997,33 37 20.5,111 46 38.6,2580,"2 mi. NW of Sun Ridge Golf Course, Fountain Hills"
North Heights Dam,78200,Precip.,10/11/1996,33 37 16.7,111 44 55.3,1825,400 yds. SW of Sierra Madre Dr. and Golden Eagle Blvd.
Golden Eagle Blvd.,78500,Precip.,2/12/1997,33 38 13.6,111 46 09.0,2180,1/2 mile NW of Golden Eagle Blvd. at Sunridge Dr.
Hesperus Dam,79000,Precip.,12/18/1996,33 38 11.8,111 44 47.6,1895,1/4 mi. N of Richwood Ave. & Golden Eagle Blvd.
Hesperus Wash,79300,Precip.,3/10/1997,33 39 15.5,111 47 10.1,2305,NW1/4 of T4N-R6E-Section 31 near Dixie Mine
Signal Butte FRS,79500,Precip.,11/10/1987,33 26 24.2,111 35 25.1,1710,1/4 mi. NE of Signal Butte Rd. and Brown Rd.
Spookhill FRS @ McKellips Rd.,79800,Precip.,6/19/2008,33 27 04.2,111 40 03.9,1590,McKellips Road at Loop 202
Usery Mountain Park,80200,Precip.,6/20/1985,33 27 52.7,111 36 26.2,1880,1/3 mi. E of the McDowell Rd. and Crismon Rd. alignments
Usery Park WS,80700,Precip.,2/24/1994,33 28 54.1,111 36 57.4,2065,1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments
Usery Park WS,80701,Temperature,2/25/1994,33 28 54.1,111 36 57.4,2065,1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments
Usery Park WS,80702,Humidity,2/25/1994,33 28 54.1,111 36 57.4,2065,1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments
Usery Park WS,80703,Pressure,2/25/1994,33 28 54.1,111 36 57.4,2065,1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments
Usery Park WS,80704,Ave. Wind,2/24/1994,33 28 54.1,111 36 57.4,2065,1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments
Usery Park WS,80705,Wind Dir.,5/1/2001,33 28 54.1,111 36 57.4,2065,1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments
Usery Park WS,80706,Peak Wind,2/24/1994,33 28 54.1,111 36 57.4,2065,1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments
Usery Park WS,80711,Solar Rad.,2/24/1994,33 28 54.1,111 36 57.4,2065,1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments
Usery Park WS,80716,Dewpoint,7/8/1994,33 28 54.1,111 36 57.4,2065,1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments
Thunder Mountain,81000,Precip.,4/1/1982,33 29 41.3,111 38 28.2,2550,1/2 mi. W. of the Ellsworth Rd. & Indian School Rd. alignments
Apache Junction FRS,81300,Precip.,12/16/1981,33 26 29.2,111 33 06.4,1810,1/3 mi. NW of Lost Dutchman Blvd. and Idaho Rd.
Spookhill FRS @ Brown Rd.,81500,Precip.,6/4/2008,33 26 11.9,111 38 52.8,1595,Brown Rd. at the Hawes Rd. alignment
Sycamore Creek - West Fork,82000,Precip.,6/19/2012,33 56 20.2,111 30 07.1,4930,5 miles NNW of Sunflower
Sycamore Creek - Upper,82200,Precip.,6/19/2012,33 59 15.4,111 27 51.6,5825,8 miles N of Sunflower
Sycamore Creek - Upper,82201,Temperature,6/27/2013,33 59 15.4,111 27 51.6,5825,8 miles N of Sunflower
Sycamore Creek - Upper,82202,Humidity,6/27/2013,33 59 15.4,111 27 51.6,5825,8 miles N of Sunflower
Sycamore Creek - Upper,82203,Pressure,6/27/2013,33 59 15.4,111 27 51.6,5825,8 miles N of Sunflower
Sycamore Creek - Upper,82204,Ave. Wind,6/27/2013,33 59 15.4,111 27 51.6,5825,8 miles N of Sunflower
Sycamore Creek - Upper,82205,Wind Dir.,6/27/2013,33 59 15.4,111 27 51.6,5825,8 miles N of Sunflower
Sycamore Creek - Upper,82206,Peak Wind,6/27/2013,33 59 15.4,111 27 51.6,5825,8 miles N of Sunflower
Sycamore Creek - Upper,82216,Dewpoint,6/27/2013,33 59 15.4,111 27 51.6,5825,8 miles N of Sunflower
Horseshoe Lake,82500,Precip.,9/11/2000,33 59 08.4,111 43 15.5,2085,Horseshoe Lake - SW corner near boat ramp
Horseshoe Lake,82501,Temperature,9/6/2000,33 59 08.4,111 43 15.5,2085,Horseshoe Lake - SW corner near boat ramp
Horseshoe Lake,82502,Humidity,9/6/2000,33 59 08.4,111 43 15.5,2085,Horseshoe Lake - SW corner near boat ramp
Horseshoe Lake,82503,Pressure,9/13/2000,33 59 08.4,111 43 15.5,2085,Horseshoe Lake - SW corner near boat ramp
Horseshoe Lake,82504,Ave. Wind,9/6/2000,33 59 08.4,111 43 15.5,2085,Horseshoe Lake - SW corner near boat ramp
Horseshoe Lake,82505,Wind Dir.,9/12/2000,33 59 08.4,111 43 15.5,2085,Horseshoe Lake - SW corner near boat ramp
Horseshoe Lake,82506,Peak Wind,9/12/2000,33 59 08.4,111 43 15.5,2085,Horseshoe Lake - SW corner near boat ramp
Horseshoe Lake,82511,Solar Rad.,9/13/2000,33 59 08.4,111 43 15.5,2085,Horseshoe Lake - SW corner near boat ramp
Horseshoe Lake,82516,Dewpoint,9/14/2000,33 59 08.4,111 43 15.5,2085,Horseshoe Lake - SW corner near boat ramp
Bartlett Lake,82700,Precip.,8/31/2000,33 50 18.4,111 38 06.5,1780,Bartlett Lake Sheriff Sub-station
Bartlett Lake,82701,Temperature,8/31/2000,33 50 18.4,111 38 06.5,1780,Bartlett Lake Sheriff Sub-station
Bartlett Lake,82702,Humidity,8/31/2000,33 50 18.4,111 38 06.5,1780,Bartlett Lake Sheriff Sub-station
Bartlett Lake,82703,Pressure,8/31/2000,33 50 18.4,111 38 06.5,1780,Bartlett Lake Sheriff Sub-station
Bartlett Lake,82704,Ave. Wind,8/31/2000,33 50 18.4,111 38 06.5,1780,Bartlett Lake Sheriff Sub-station
Bartlett Lake,82705,Wind Dir.,8/31/2000,33 50 18.4,111 38 06.5,1780,Bartlett Lake Sheriff Sub-station
Bartlett Lake,82706,Peak Wind,8/31/2000,33 50 18.4,111 38 06.5,1780,Bartlett Lake Sheriff Sub-station
Bartlett Lake,82711,Solar Rad.,8/31/2000,33 50 18.4,111 38 06.5,1780,Bartlett Lake Sheriff Sub-station
Bartlett Lake,82716,Dewpoint,1/1/2001,33 50 18.4,111 38 06.5,1780,Bartlett Lake Sheriff Sub-station
Iron Dike,83000,Precip.,6/30/2009,33 55 44.6,111 26 39.9,4500,Off SR 87 near Sunflower
Waterman Wash @ Rainbow Valley Rd.,83300,Precip.,3/18/1999,33 15 42.2,112 26 38.5,1020,Rainbow Valley Rd. at Queen Creek Rd.
Tuthill Rd. @ Ray Rd.,83500,Precip.,12/22/1994,33 19 12.0,112 28 58.6,950,1/8 mi. East of Tuthill Rd. and Ray Rd.
Gila R. @ Estrella Pkwy.,83800,Precip.,2/28/1989,33 23 20.6,112 23 32.9,920,Gila River at Estrella Parkway
Waterman Wash,84000,Precip.,5/10/1983,33 13 24.1,112 18 34.3,1315,El Mirage Rd. and Riggs Rd. alignments
Estrella Fan,84200,Precip.,11/15/1992,33 16 10.1,112 19 15.3,1455,Alignments of El Mirage Rd. and Germann Rd.
